1,2,2017,October,Offline,65.0,0
2,3,2018,November,Online,106.68,0
2,1,2018,February,Online,60.0,1
0,2,2018,May,Online,100.0,1
1,1,2018,April,Online,94.5,1
0,2,2018,September,Online,115.0,1
1,3,2017,October,Online,107.55,0
1,3,2018,December,Online,105.61,0
0,4,2018,July,Offline,96.9,0
0,5,2018,October,Online,133.44,0
1,0,2018,September,Online,85.03,0
2,1,2018,April,Online,140.4,0
2,1,2018,November,Online,88.0,1
2,0,2018,November,Online,90.0,1
0,2,2017,October,Online,94.5,0
0,2,2018,June,Online,115.0,1
1,0,2017,October,Offline,96.0,0
1,3,2017,August,Online,96.0,0
2,2,2017,October,Online,65.0,1
1,0,2017,October,Offline,72.0,0
2,2,2017,October,Online,65.0,1
0,1,2018,November,Corporate,67.0,0
2,4,2018,March,Offline,85.0,0
0,3,2018,October,Offline,105.0,0
2,1,2018,May,Online,94.5,0
0,2,2018,April,Online,114.3,0
1,1,2017,September,Offline,65.0,0
0,2,2018,May,Aviation,110.0,1
1,2,2017,November,Online,37.33,1
0,2,2017,September,Offline,82.0,0
1,1,2017,September,Online,177.5,0
2,2,2018,November,Online,87.5,0
0,3,2018,December,Online,82.44,0
0,1,2018,January,Online,69.5,0
0,2,2018,October,Offline,85.5,0
0,1,2018,April,Online,115.0,0
2,1,2018,June,Online,81.0,1
0,1,2017,October,Offline,67.0,0
2,3,2018,November,Online,63.75,1
2,1,2018,July,Online,121.8,1
0,4,2018,November,Online,93.6,0
0,2,2018,June,Online,102.0,0
2,1,2018,April,Online,121.8,0
1,1,2018,June,Online,98.1,1
0,4,2017,November,Offline,60.0,0
0,3,2017,December,Offline,75.0,0
0,2,2017,November,Offline,73.0,0
0,1,2018,April,Offline,104.0,0
0,4,2018,November,Online,79.2,0
1,3,2018,December,Online,125.8,0
2,5,2018,May,Online,87.95,0
2,2,2018,April,Online,106.0,1
1,2,2018,May,Online,136.67,0
0,4,2017,November,Offline,60.0,0
1,0,2018,June,Online,89.0,0
1,3,2018,May,Online,136.0,0
0,1,2018,July,Online,94.5,0
1,2,2018,December,Online,93.6,0
1,4,2018,April,Online,120.6,1
0,3,2018,April,Online,99.3,0
0,1,2018,September,Online,258.0,0
0,3,2018,May,Online,120.12,0
0,2,2018,June,Offline,95.0,0
0,1,2017,September,Complementary,0.0,0
2,1,2018,December,Offline,75.0,0
0,3,2018,October,Online,157.5,0
0,2,2018,June,Online,97.7,0
0,2,2018,April,Online,142.0,1
0,1,2018,April,Offline,80.0,0
1,2,2018,April,Online,85.5,0
0,3,2018,August,Offline,100.0,0
1,0,2018,November,Online,88.0,0
1,1,2018,August,Online,122.85,0
0,2,2018,June,Online,100.0,1
2,3,2017,October,Offline,75.0,0
1,4,2018,March,Online,116.8,0
1,1,2018,December,Online,121.5,0
1,2,2018,June,Online,111.9,0
2,5,2018,June,Online,121.55,1
0,5,2018,March,Offline,75.0,0
0,2,2018,April,Online,159.3,1
0,5,2018,October,Online,132.3,1
2,0,2018,December,Online,88.0,0
1,4,2018,March,Online,98.82,0
1,2,2018,March,Online,98.3,0
1,0,2018,October,Online,150.0,0
2,3,2018,September,Online,96.05,0
0,2,2018,June,Online,130.0,1
0,1,2018,December,Online,95.0,0
0,3,2018,August,Offline,113.56,0
1,3,2018,May,Online,101.58,0
1,2,2018,March,Online,105.3,0
2,1,2018,April,Online,115.8,0
0,1,2018,May,Online,149.4,0
2,5,2018,August,Online,111.59,1
0,2,2018,August,Online,130.5,0
0,2,2018,August,Online,115.0,1
0,4,2018,April,Online,90.95,0
0,3,2018,November,Online,76.08,0
1,3,2018,December,Online,156.9,0
1,0,2018,October,Online,85.5,0
1,2,2018,May,Online,159.3,0
0,4,2018,December,Online,74.8,0
0,1,2017,October,Online,95.0,0
0,3,2017,October,Online,107.0,0
0,3,2018,February,Offline,64.0,0
1,4,2017,November,Online,82.95,0
1,3,2017,September,Online,155.0,0
0,1,2018,June,Online,101.68,0
2,1,2017,September,Online,94.5,0
0,2,2018,September,Online,117.9,1
1,0,2018,June,Online,127.0,0
0,3,2018,June,Online,116.1,0
2,3,2018,June,Online,117.9,0
2,2,2018,June,Online,184.24,1
2,2,2018,August,Online,155.7,0
2,5,2018,April,Online,135.76,1
2,5,2018,November,Online,102.83,0
0,1,2018,April,Online,65.0,1
2,3,2017,November,Online,103.0,0
0,3,2018,September,Online,106.2,1
0,2,2018,September,Offline,58.5,0
1,3,2018,March,Online,73.95,1
0,3,2018,May,Online,105.3,0
2,0,2018,April,Online,133.2,0
0,2,2018,March,Offline,85.5,0
0,1,2018,November,Online,112.0,1
0,2,2018,October,Online,190.8,1
2,3,2018,June,Offline,110.0,0
1,4,2018,July,Online,91.48,0
0,2,2018,October,Online,135.0,0
1,2,2018,October,Online,129.0,0
2,4,2018,December,Online,70.55,1
1,4,2017,October,Offline,75.0,0
0,4,2018,March,Online,72.25,0
0,1,2017,October,Online,155.0,0
1,0,2018,July,Online,121.5,1
2,5,2018,June,Online,90.95,0
2,2,2018,May,Online,109.65,0
2,4,2018,April,Online,142.72,1
1,2,2018,May,Offline,90.0,0
0,2,2018,June,Online,75.0,1
0,2,2018,November,Online,111.0,1
2,2,2018,October,Online,86.7,0
1,0,2018,March,Online,117.9,0
0,2,2018,June,Complementary,0.0,0
0,4,2018,May,Online,101.58,0
1,2,2018,April,Online,58.9,0
0,1,2018,June,Offline,120.0,0
2,3,2018,April,Online,107.1,1
1,1,2018,May,Online,126.9,0
0,3,2018,September,Online,139.5,1
1,3,2018,April,Online,80.75,0
0,2,2017,July,Online,109.0,1
0,1,2018,April,Offline,104.0,0
0,3,2018,November,Corporate,65.0,0
0,3,2018,May,Online,140.4,0
0,3,2018,February,Offline,75.0,0
0,1,2018,April,Online,94.5,1
1,0,2018,June,Online,109.0,0
2,2,2018,November,Online,105.0,0
2,2,2018,April,Online,107.95,0
2,2,2018,October,Online,215.6,0
1,1,2018,August,Online,85.5,0
0,2,2018,July,Online,105.3,0
2,1,2018,January,Online,1.0,0
0,2,2018,June,Online,156.0,1
0,2,2018,November,Online,73.15,0
1,2,2018,September,Online,110.0,1
1,0,2017,September,Online,87.4,0
0,2,2018,September,Online,120.0,1
1,2,2018,December,Online,79.2,1
1,3,2018,June,Online,90.95,0
0,4,2018,October,Online,91.48,0
0,1,2018,November,Online,150.0,1
0,1,2018,March,Online,89.0,0
1,4,2018,August,Online,91.43,0
0,2,2018,May,Offline,140.0,0
2,5,2017,October,Online,87.78,0
0,2,2018,July,Online,115.0,1
0,3,2017,September,Online,80.85,0
1,3,2018,March,Online,82.45,0
0,1,2018,October,Online,108.0,1
1,1,2018,April,Online,96.3,0
1,5,2018,August,Online,99.45,1
0,2,2018,May,Online,140.4,0
1,3,2018,August,Offline,72.25,0
1,4,2018,August,Online,126.0,0
2,3,2018,August,Online,78.0,1
2,2,2018,November,Online,146.6,0
1,2,2018,October,Online,118.8,1
0,1,2018,October,Online,145.0,1
0,4,2018,April,Online,84.58,1
1,2,2018,March,Online,130.0,1
4,10,2018,August,Online,118.88,1
1,2,2018,May,Offline,101.52,0
0,1,2017,September,Corporate,100.0,1
2,1,2018,March,Offline,58.0,0
0,4,2018,March,Offline,61.5,0
1,2,2018,September,Online,107.0,1
1,4,2018,August,Online,87.3,0
0,2,2017,July,Online,76.5,1
2,2,2018,December,Online,63.75,1
1,2,2018,May,Online,95.0,1
2,1,2018,November,Offline,75.0,0
0,3,2018,September,Online,70.0,1
1,3,2018,May,Online,101.58,0
2,3,2018,August,Offline,85.0,0
2,4,2018,December,Online,98.39,0
0,0,2018,February,Complementary,0.0,0
0,3,2017,September,Online,106.07,0
1,1,2018,July,Offline,105.0,0
0,1,2017,September,Online,145.0,0
2,1,2018,August,Online,106.03,1
2,2,2018,August,Online,114.3,0
1,1,2018,December,Online,88.0,0
0,2,2017,October,Online,89.25,0
2,5,2018,March,Online,86.32,0
0,3,2018,October,Offline,90.0,0
2,5,2017,August,Online,55.96,0
0,2,2018,June,Online,109.0,0
0,1,2018,March,Offline,86.0,0
1,5,2018,September,Online,118.95,0
0,2,2018,June,Offline,130.0,0
1,3,2018,April,Online,90.56,0
0,2,2018,April,Online,87.3,0
2,2,2018,May,Online,177.65,1
2,2,2017,September,Online,200.75,0
0,2,2018,March,Online,127.0,0
1,2,2018,February,Online,72.9,1
1,1,2018,May,Online,159.3,1
1,3,2018,May,Online,135.15,0
0,2,2018,October,Offline,90.0,0
1,0,2017,October,Online,114.0,0
0,1,2018,June,Online,125.1,0
2,6,2017,August,Online,95.13,0
0,2,2018,April,Online,105.84,1
1,3,2018,December,Online,102.0,1
2,2,2018,December,Online,74.8,0
1,0,2018,April,Online,94.5,1
2,4,2018,June,Online,120.6,0
1,2,2017,October,Online,139.33,0
0,2,2017,September,Online,105.0,0
0,2,2018,September,Corporate,100.0,0
1,0,2018,February,Online,80.3,0
0,2,2017,October,Offline,100.0,0
0,3,2018,March,Online,105.3,0
0,4,2018,May,Online,112.8,1
1,2,2018,August,Online,151.0,1
1,3,2017,November,Online,91.0,0
2,1,2018,August,Online,146.7,1
2,3,2017,October,Offline,58.4,0
0,4,2018,July,Online,80.75,1
1,1,2018,May,Offline,76.5,0
0,3,2018,September,Online,140.13,0
2,4,2017,November,Online,76.0,0
0,1,2017,September,Online,200.0,0
0,2,2017,October,Online,101.5,1
0,3,2018,October,Online,108.0,0
2,3,2018,July,Online,189.0,0
1,1,2018,June,Online,166.0,0
1,1,2018,January,Online,67.5,0
1,3,2017,September,Online,78.54,0
2,2,2018,November,Online,152.1,1
2,1,2018,October,Online,115.0,1
2,5,2017,September,Online,66.53,0
0,2,2017,August,Complementary,0.0,0
2,1,2017,August,Complementary,0.0,0
0,3,2018,December,Online,90.3,1
0,2,2018,April,Offline,85.0,0
0,1,2018,March,Corporate,75.0,0
2,4,2018,August,Online,115.37,1
1,2,2018,March,Online,130.0,1
0,2,2018,December,Online,126.0,0
1,0,2018,June,Online,94.35,0
2,4,2018,July,Online,118.46,0
0,2,2018,June,Online,90.6,1
2,1,2018,March,Online,82.9,0
0,3,2017,August,Online,95.33,0
2,5,2018,April,Online,135.64,0
1,1,2018,June,Offline,122.4,0
1,3,2018,May,Online,116.1,1
0,4,2018,June,Online,62.18,1
0,4,2018,March,Online,63.75,1
1,4,2018,September,Online,118.8,1
0,2,2018,August,Online,167.0,0
2,2,2018,May,Online,187.85,0
2,2,2018,April,Online,108.38,1
0,1,2018,September,Complementary,0.0,0
1,2,2018,October,Online,128.7,1
1,3,2018,March,Online,80.33,0
1,1,2018,August,Online,140.0,1
1,1,2017,August,Online,76.5,0
2,1,2018,May,Online,105.3,0
2,1,2018,April,Online,87.3,1
0,3,2018,November,Online,110.0,1
0,1,2017,September,Offline,83.0,0
2,2,2018,August,Online,99.45,0
2,1,2017,December,Offline,104.5,0
2,6,2018,November,Online,92.54,0
0,3,2018,October,Offline,95.0,0
0,2,2018,June,Online,130.0,1
2,1,2018,January,Offline,63.0,0
1,2,2018,October,Online,109.8,1
1,0,2018,May,Online,103.0,0
2,1,2018,February,Online,130.0,0
0,2,2018,March,Online,117.0,1
0,4,2017,December,Offline,60.5,0
0,1,2017,September,Offline,112.2,0
1,3,2018,August,Online,135.9,1
1,0,2018,July,Online,151.0,1
0,2,2018,September,Online,239.0,0
2,1,2017,December,Online,59.09,0
2,5,2018,July,Online,103.09,1
2,1,2018,February,Offline,87.0,0
1,0,2018,April,Online,137.0,1
0,2,2018,June,Offline,109.0,0
1,1,2018,June,Online,115.0,1
2,3,2018,July,Online,99.45,0
0,2,2018,August,Online,115.0,1
1,2,2018,February,Online,130.0,0
1,0,2018,May,Corporate,65.0,0
0,2,2018,June,Online,75.0,1
1,2,2018,July,Online,132.9,1
2,0,2017,October,Online,120.0,0
0,2,2018,November,Online,79.2,1
2,1,2018,August,Online,159.3,1
0,2,2018,June,Online,130.0,1
0,3,2017,October,Offline,90.0,0
0,2,2018,May,Online,140.4,0
0,1,2017,August,Online,75.0,0
0,2,2017,July,Online,109.0,1
2,1,2017,July,Online,94.5,1
0,1,2017,December,Corporate,75.0,0
1,2,2017,October,Offline,75.0,0
2,1,2017,October,Offline,76.67,0
2,2,2018,October,Online,126.0,0
1,1,2018,July,Online,85.5,0
0,3,2018,August,Online,140.7,1
2,2,2018,June,Online,103.7,0
0,1,2017,September,Online,142.0,0
2,5,2018,December,Online,103.7,0
1,2,2018,June,Offline,110.0,0
0,3,2018,November,Offline,75.0,0
1,1,2018,July,Online,137.7,0
0,1,2018,September,Online,87.3,0
0,2,2018,August,Complementary,0.0,0
0,2,2017,August,Offline,101.5,0
0,1,2018,February,Online,97.0,0
1,1,2018,August,Online,150.3,0
0,4,2018,March,Online,82.45,0
0,1,2018,July,Corporate,103.0,0
2,6,2018,July,Online,145.0,1
1,1,2018,July,Online,145.0,0
2,2,2018,May,Online,134.85,0
1,1,2018,October,Online,168.25,0
2,1,2018,February,Online,60.0,1
1,3,2018,June,Offline,76.0,0
1,2,2017,August,Offline,63.5,0
2,0,2018,September,Offline,95.0,0
2,2,2018,September,Offline,90.95,0
0,2,2017,October,Online,98.4,0
0,1,2018,September,Online,135.9,0
0,2,2018,November,Online,130.0,0
0,1,2017,November,Online,81.9,0
1,4,2018,February,Online,78.85,0
2,3,2018,June,Online,141.3,1
1,1,2018,April,Offline,70.0,0
2,3,2018,August,Online,170.1,0
2,0,2018,October,Online,115.0,1
0,5,2017,December,Online,199.0,0
